1,Sunday,WJG,AC,queue
1,Monday,AG,APic,
1,Tuesday,LZal,APiz,
1,Wednesday,OC,MH,
1,Thursday,LA,SS,
1,Friday,JH,IM,beyond
1,Saturday,JS,GD,
2,Sunday,VK,JH,queue
2,Monday,CM,RH,
2,Tuesday,MH,LL,
2,Wednesday,ACu,AM,
2,Thursday,RG,HS,
2,Friday,GFA,SN,beyond
2,Saturday,MC,KP,
3,Sunday,RH,JN,queue
3,Monday,LL,WY,
3,Tuesday,LZag,CJ,
3,Wednesday,KG,RG,
3,Thursday,PH,MH,
3,Friday,ZS,SW,beyond
3,Saturday,AW,APic,
4,Sunday,MH,SN,queue
4,Monday,ACu,AW,
4,Tuesday,KP,CC,
4,Wednesday,HS,LZal,
4,Thursday,APiz,AC,
4,Friday,RG,GFA,beyond
4,Saturday,IM,MC,
5,Sunday,CJ,WY,queue
5,Monday,AG,SS,
5,Tuesday,PG,KP,
5,Wednesday,ZS,RH,
5,Thursday,CC,JSt,
5,Friday,APic,AM,beyond
5,Saturday,AC,LA,
6,Sunday,AM,ACu,queue
6,Monday,DG,KG,
6,Tuesday,APiz,ZS,
6,Wednesday,LZal,AW,
6,Thursday,HS,CM,
6,Friday,SS,WJG,beyond
6,Saturday,MC,LZag,
7,Sunday,AG,PG,queue
7,Monday,SK,LA,
7,Tuesday,AC,RG,
7,Wednesday,WJG,VK,
7,Thursday,WY,APic,
7,Friday,JN,SN,beyond
7,Saturday,GD,CJ,
8,Sunday,RH,APiz,queue
8,Monday,APic,JS,
8,Tuesday,KP,HS,
8,Wednesday,SN,SK,
8,Thursday,LZal,ZS,
8,Friday,GFA,AG,beyond
8,Saturday,DG,IM,
9,Sunday,KG,VK,queue
9,Monday,LL,PH,
9,Tuesday,SS,AC,
9,Wednesday,LZag,PG,
9,Thursday,SW,KP,
9,Friday,JS,AW,beyond
9,Saturday,LA,GFA,
10,Sunday,WY,CM,queue
10,Monday,RH,GD,
10,Tuesday,CC,WJG,
10,Wednesday,GFA,JS,
10,Thursday,VK,RG,
10,Friday,DG,ACu,beyond
10,Saturday,CJ,AG,
11,Sunday,APic,LL,queue
11,Monday,AW,HS,
11,Tuesday,SS,CC,
11,Wednesday,GD,DG,
11,Thursday,IM,SW,
11,Friday,AC,LZag,beyond
11,Saturday,RG,LZal,
12,Sunday,JH,GD,queue
12,Monday,ACu,VK,
12,Tuesday,OC,JN,
12,Wednesday,CC,AM,
12,Thursday,JS,SK,
12,Friday,SN,KG,beyond
12,Saturday,CM,ZS,
13,Sunday,AM,OC,queue
13,Monday,JN,CC,
13,Tuesday,SW,PH,
13,Wednesday,IM,MC,
13,Thursday,APiz,GFA,
13,Friday,CJ,WJG,beyond
13,Saturday,LA,LL,
14,Sunday,LZag,MH,queue
14,Monday,CM,APiz,
14,Tuesday,LL,CJ,
14,Wednesday,KP,JS,
14,Thursday,JSt,KG,
14,Friday,GD,WY,beyond
14,Saturday,SK,IM,
15,Sunday,PG,OC,queue
15,Monday,MC,LZal,
15,Tuesday,SN,SW,
15,Wednesday,WY,JSt,
15,Thursday,ZS,JH,
15,Friday,VK,DG,beyond
15,Saturday,PH,LZag,
16,Sunday,SK,PH,queue
16,Monday,AM,CM,
16,Tuesday,HS,MC,
16,Wednesday,AW,JN,
16,Thursday,JH,ACu,
16,Friday,OC,PG,beyond
16,Saturday,JSt,SS,
17,Sunday,SW,JH,queue
17,Monday,PH,LA,
17,Tuesday,MH,SK,
17,Wednesday,PG,AG,
17,Thursday,KG,JSt,
17,Friday,WJG,OC,beyond
17,Saturday,JN,RH,
18,Sunday,JSt,DG,
